poem,"# A piece of  writing in which the word are chosen for their sound and the images they suggest not just for obvious meaning.
- Eric is okay with Dr. Seuss's poems."
figure out,"# 1. To think about something / somebody unitl understand them / it.
- We could not figure her out. Synonym: work out.
- Eric does not like figuring things out for himself."
rhyme,"# Of two word, syllables, etc rhyme or if are rhymes with other, they have or end with the same sound.
- 'Though' rhymes with 'low'.
- 'boy' does not rhyme with 'girl'.
- Rhyming couplets.
- He tries to do a rhyming peom.
- He did not know what rhymes with 'orange'. He stared over."
"Over ,8 or 9","# adverb, 8. again. 9.ending
- He stared over.
- He repeated it several times over until he could remember it.
- It all wrong, you will have to do it over."
outfit,"# A set of clothes that you wear together, especially for a particular occasion or purpose.
- A wedding outfit.
- Marina would hate to wear the same outfit as  another girl's."
thrift,"# ( also thrift store, charity shop ) A shop / store that sells clothes and other goods given by people to raise money for a charity. 
- That is why she shops at thrift. A thrift shop sells things that people donate.
- There are usually clothes that have been worn before. "
,# A wolf in sheep's clothing. Idm
rock,"#  Maybe 6 or 7 in oxford dictionary. 
# 6. A precious stone, especially a diamond. 
# 7. A person who is emotionally strong and who you can rely on. - He is my rock.
- Marina enjoys looking through clothing rocks."
president,"# 2. the person in charge of some organization , clubs, college, etc.
- To be made president of the students' union. 
- Vanessa and Emily are both running for president of a high school. Only one can win. "
rely,"# to need or depend on someone or something. 
-  As babies , we rely entirely on other for food."
union,"# ( also labor, union ) An organization or worker, usually in the particular industry, that exist to protect their interests, improve condition or work, etc. 
- I have joined the union. 
- A union member.
- Student union. "
spirit,"# verb. To take something / somebody away in quick, secret or mysterious way."
spirited,"# adjective. Full of energy. Determination or courage.
- A spirited young woman. 
- A spirited discussion. 
- Vanessa want to make the school more spirited. "
"tutor, again","#  A private teacher.
# also tutoring:
- One of her idea including free tutoring.
# also tutorial. "
volcano,"# a mountain with a large opening at the top through which gases and lava ( = hot liquid rock ) are forced out into the air or have been in the bast.
- While searching the web, he came across the idea of building  a volcano. "
lava,"# Hot liquid rock that comes out of a volcano.
- He turned it on and watched the lava spew out."
spew,"# To flow out quickly or make something flow out quickly in a large amount. ( also to vomit (throw up) ).
- She spewed up the entire meal. 
- Flames spewed from the aircraft's engine. "
deliver,"# To take goods, letter, etc. to the person or people they have been sent to; to take somebody somewhere.
- We promise to deliver within 48 hours.
- The cans would be delivered to the homeless."
help out,"# To help somebody, especially in a difficult situation. 
- Everyone was happy to help out."
load,"# To put a large quantity of things people onto or into something.
- We loaded the car in ten minutes. 
- Everyone helped load the cans into the track. "
"intense ,again","# very great, very strong. Synonym: extreme. 
- She dislike him intensely. 
- When the show began, all the kids watched intensely. "
come out,"# when the sun, mood or stars come out, they appear.
- When the animals come out, everyone stood up. "
way,"# adverb. Very far; by a large amount
# 2. very.
- I am way glad to hear that.
- She is very annoying though. Brenda talks way too much. "
expire,"# ( of documents and agreement ) to be no longer valid because the period of time for which it could be use had ended. Synonym : run out. 
# also expired . Like , - An expired passport. 
# compare with: unexpired."
unexpired,"# [ usually before noun ] ( of agreement or a period of time ) still valid, not yet having come to an end of expired. 
- The unexpired period of the lease.
- All new and unexpired cans were accepted. "
super,"# adjective,adverb,noun. Adj : extremely good.
- A super meal.
- We had a super time in Las Vegas.
- Everyone was super excited. "
surprisingly ,"# casing surprise
- It is not surprisingly ( that ) they lost.
- She looked surprisingly well.
- Not surprisingly on such a hot day, the beach was crowed.
- Brenda was surprisingly good at the game."
destroy,"# To damage something so badly that it not longer exist, work, etc.
- She learned that every year people destroy rainforests."
rainforest,"# A thick forest in tropical part of the world that  have a lot of rain.
- The Amazon rainforest. "
breath,# The air that you take into you lunges and send out again. It is noun.
breathe,"# The air that you take into you lunges and send out again through your nose or mouth. It is verb.
- She learned that without trees there would be no oxygen for us to breathe. "
solve,"# To find a way of dealing with a problem or difficult situation.
- Although it would not solve all the problem, planting trees was a good way to help the environment. "
environs,"# noun. The area surrounding a place
# Surround means: that is near or around something."
environment,"# AW, The condition that affect behaviors and development of something"
following,"# Adjective, means: next in time
- The following afternoon / month / year / week
# other meaning in adjective: that is / are going to be mentioned next.
- Answer the following question. 
# Noun means: a group of supporters
- The band has a huge following on the West Coast.
# preposition means: after or as a result of a particular events.
- The took charge of the family business following his father's death."
in order to,"-- In order to raise money for a field trip, the school was having a chocolate sale."
beat,"# To defeat something in the game or competition. 
- He beat me at chess. 
- Brazil were beaten 2 - 1."
defeat,"# to win against somebody in war, competition, sport, etc.
- A defeated army."
bet,"# To risk money on race or an event by trying to predict the result. 
- He bet $2,000 on the final score of the game."
predict,"# To say that something will happen in the future. Synonym: forecast.
- Nobody could predict the outcome. "
outcome,"# the final result of an action or event.
- We are waiting to hear the outcome of the negotiations. "
scout,"# ( the Scout organization ) officially called Scout Association. Originally for boy which training young people in practical skill and does a lot of activities with them.
- Both my brothers were scouts.
- The time of the year for girl scout cookies."
price,"# The amount of money that you have to pay for something. 
- They were all the same price."
door to door,"# from building to building.
- Some even went door to door to sell cookies. "
counselor,"# advice, especially given by older people, experts; piece of advice.
# verb. To listen to and give support to professional advice to somebody who needs help.
- A camp counselor.
- Sarah was going to be a camp counselor this year. "
somehow,"# ( also,informal someway or someways ) in a way that is not known or certain. 
# LDOCE5 in someway or by some means, although you do not know how.
- Do not worry, we will get the money back somehow.
- Somehow or other I must get a new job.
- They know that it will get messed up somehow. "
make sth up,"# { of number / amount } to added to an amount in order to bring it up to the level that is needed.
- I saved as much as I could, and my parents made up the rest."
make sb up,"# { somebody's face } On somebody's face in order to make them look better or different.
- They made him up as an old man for the last act of the play."
cumulative,"# adjective, including all the amount that have been added previously.
- The monthly sales figures and the cumulative total for past six months. "
"cause ,noun",# the person or thing that makes something happen.
a good cause,"# be for / in a good cause: worth doing, because it is helping other people. 
- They were delicious, and they also went to good cause."
look up,"# ( of business, somebody's situation, etc ) to become better. Synonym: improve. 
- At last things were beginning to look up."
look up ( form sth),"# to raise your eyes when you are looking down at something 
- She looked up form her book as I entered the room."
look sth up,"# to look for information in dictionary or reference book, or by using a computer. 
- Can you look up the address on the Web site.
- I looked it up in the dictionary. "
look up to sb,# to admire to respect someone.
syrup,"# A sweet liquid form sugar and water often used in cans of fruit. 
- peas in syrup.
- Do not eat pancake with syrup."
pine cone,"# The hard dry fruit of the pine tree.
- It smells like a pine cone forest."
"pine ,noun","# ( also pine tree ) an evergreen forest tree with leaves like needle.
- pine forest."
pass away,"# ( also pass on ) to die, people say 'pass away' to avoid saying 'die'.
- His mother passed away last year.
- It reminds her of her grandfather. He passed away two years ago."
cemetery,"# an area of land used for burying dead people , especially are that is not beside a church.
- She drive to the cemetery."
tombstone,"# A large, flat stone that lies over a grave or stands on end, that shows the name, age, etc. of the person buried there. 
- She puts the candle on the grandfather's tombstone. "
grave,"# A place in the ground where a dead person is buried.
- We visited grandmother's grave. "
illegal,"# AW. Not allowed by the law. Antonym: legal.
- It is illegal I to drive through a red light.
- An illegally parked car.
- He entered the country illegally. "
remind,"# to help someone remember something, especially something important that they must do. 
- I am sorry, I forgotten your name. Can you remind me ?"
drop sth/sb off,"# to take someone or something to a place by car and leave them there on your way. 
- I will drop you off on my way home.
- Shirley drops her friends off at their houses. "
The Smiths ,"# = the Smiths family.
- The Smiths take turns washing dishes. "
,
week eighth,Start reading for Children 3 : 28
,
dine,"# verb. To eat dinner. 
# dining table: A table for having meals on ( compare: dinner table )
- Samantha takes the dirty dished form the dining table. "
rinse,"# To wash something with clean water only.
# rinse off: to remove soap, dirt, etc. form something by washing it.
- She rinses the dishes off with water. 
# Also is correct: rinse away, rinse out, etc."
prepare,"# {1.make something, 2. make plan/arrangement, 3.make something ready 4.make yourself ready, 5.make somebody ready }
# 4. To make yourself mentally or physically ready for something that you expect to happen soon.
- The letter arrived and we prepared ourselves for bad news.
- What a cold day for California! Gabby had to prepare. "
knit,"# To make clothing out of wool, using tow 'knitting needle' .
- Her grandmother knitted them for her."
knitting needle,# One of the two long sticks with round ends that you use to knit something. 
step,"# 1. To raise one foot and put it down in front of or behind the other one in order to walk or move.
- She stepped outside. She saw people wearing shorts and tank tops."
tank top,"# ( British: A piece of clothing like a sweater, but without sleeves )
# ( American: A piece of clothing like a T-shirt but without a sleeves )"
resident ,"# 1. Somebody who lives or stays in a particular place.
# 2. A doctor who working at a hospital where he or she is being trained. Synonym: registerar in British. "
residential,"# ( of an area or a city or town ) suitable for living consisting of houses rather than factories or offices 
- A quiet residential area.
- The speed limit around residential areas usually is 25 miles per hour. "
put etymology,"# put, puts, put, put, putting. "
lane,"# 3. A section of wide road, that is marked by painted white lines, to keep lines of traffic separate. 
- To change lanes.
- He switched to the right lane. Then he dorve passing her. "
"associate ,noun","# someone who you work or do business with. Synonym: colleague.
- Hi I needed to exchange my shoes, Danny said. Sorry, all our shoes are final sale, said the sales associate. "
fine print,"# ( British: The small print ) The important detail of an agreement or a legal document that are usually printed in small type and are therefore easy to miss.
- Read all fine print before signing. 
- He looked at the fine print on the shoe box. 'All sales are final.'"
purse ,"# noun. A small bag make of leather, plastic, etc. for carrying coins and often also paper money, card, etc. used especially by woman.
- She saw a pretty purse. "
swipe,"# 3 To pass a plastic card, such as a credit card through especially machine that is able to read information that is stored it.
- He swiped it."
pool,# having very little money; not having enough money for basic needs.
tulip ,"# A large, brightly colored spring flower shaped like a cup, on a tall stem.
- There are roses. There are tulips."
graduate,"# To get a degree, especially your first degree, from a university or collage.
# 2. To complete a course in education, especially at high school.
# 3. To give a degree, diploma, etc. to somebody.
- Tammy is graduating. She is one 600 seniors. "
memory,"# your ability to remember things.
- I have a bad memory for names. 
- Tammy looks back at all the memories. There are some good and bad memories."
senior,"# A person who is older that somebody else.
- My brother is my senior by two years.
# 6. ( in the US and some other countries ) a students in the last year at a high school or collage. "
dorm,"# ( dormitory ) A room for several people to sleep in especially in a school or other institution.
- She had to live in a dorm. "
floral ,"# Consisting of pictures of flower; decorated with pictures or flower. 
- Wallpaper with floral designer / pattern. 
- She found nice floral ones. ( = sheet )"
look back,"# to thing about something in your past. Synonym: reflect on. 
- To look back on your childhood. "
within reach,"# within ( easy ) reach ( of something ): close to something. 
- The house is within easy reach of school and  sports facilities.
- He needed to know which ones were within his reach."
challenge,"# A new or difficult task that test's somebodoy ability and skill. 
- Collage applications would be challenging. "
