WEEK 11,,
content 1,"# noun. 1. [contents: plural] the things that are contained in something 
– > He tipped the contents of the bag onto the table.
– > She has not read the letter and so was unaware of its contents.
# 2. [contents: plural] the different sections that are contained in a book
– > a table of contents (= the list at the front of a book)",
content 2,"# adjective. 1. happy and satisfied with what you have
– > He had to be content with third place.
# thesaurus of happy: satisfied, content, contented, joyful, blissful 
# verb. to accept and satisfied with something and not try to have or do something better
– > Martina contented herself with a bowl of soup.
= > Lina watched contentedly as Luke devoured the cheesecake and ice cream.
# noun. (= contentment )
# contentment: a feeling of happiness or satisfaction ",
devour,"# to eat all of something quickly, especially you are very hungry | synonym: gobble up",
,,
lesson,# 67. Female Seeks Mature Male,
,,
mature,"# 1. ( of a child or young person ) behaving in a sensible way, like an adult | oppostite: immature 
= > Female Seeks Mature Male
– > Jane is very mature for her age.",
immature,"# 1. behaving in a way that is not sensible and is typical of people who are much younger 
– > immature behavior 
= > Forget about 12-year-olds. They are immature.
# 2. not  fully developed or grown
– > immature plants ",
besides,"# preposition: 1. in addition to someone or something; except for someone or something 
– > We have a lot of things in common besides music. 
– > I have got no family besides my parents.
# adverb. 1. used fro making an extra comment that adds to what you have just said
– > I do not really want to go. Besides, it is too late now.
# 2. in addition; also
= > Besides, you do not have a boyfriend. Why should I?
# which word: besides, except (for), apart from
# the preposition besides mean “in addition to” 
– > What other sports do you like besides football?
# you use except (for) when you mention the only thing that is not included in a statement
– > I like all sports except (for) football.
# you can use apart from with both these meaning
– > What other sports do you like apart from football?
– > I like all sports apart from football.",
matchmaker,"# someone who tries to find a suitable partner for someone else to marry 
= > I have decided that I am going to be a matchmaker when I grow up.",
,,
lesson,# 68. Let’s Go Fishing,
,,
rod,"# 1. a long straight piece of wood, metal, or glass
# 2. fishing rod ( NAmE: fishing pole ): a long wooden or plastic stick with a fishing line and hook attached to it, which is used for catching fish
= > He went to his hall closet, where he had more than 20 rods and reels.
– > fishing with rod and line",
reel,"# a round object around which you wind such things as wire or film; a reel together with the film, wire, etc that is wound around it
– > a reel on a fishing rod
– > a new reel of film",
nowadays,"# at the present time, in contrast with the past 
– > Nowadays most kids prefer watching TV to reading. 
= > Nowadays he went fishing twice a year at Big Bear, a huge lake in southern California.",
southern,"# located in the south or facing south; connected with or typical of the south part of the world or a region 
– > the southern slopes of the mountains 
– > a southern accent",
boost,"# to make something increase, or become better or more successful 
– > to boost exports / profit
– > The movie helped to boost her screen career.
= > California tries to boost the fishing industry by sponsoring a Free Fishing Day twice a year.
# noun. 1. something that helps or encourage someone or something
– > a great / tremendous / welcome boost",
suffice,"# formal. verb. ( not used in progressive tenses ) to be enough for someone / something 
– > Generally a brief note or a plane call will suffice.
– > One example will suffice to illustrate the point.
= > … a Free Fishing Day twice a year, once in June and once in September. That sufficed for Dave.",
by itself,"# 1. automatically; without anyone doing anything
– > the machine will start by itself in a few seconds 
# 2. alone 
– > The house stands by itself in an acre of land 
= > Even by itself, the scenic drive up a twisty two-lane road was worth the trip.",
scenic,"# having beautiful natural scenery 
# scenery: the natural features of an area, such as mountains, valleys, rivers, and forests, when you are thinking about them being attractive to look at
– > The scenery is magnificent.
– > to enjoy the scenery ",
twist,"# verb. { bend into shape } to bend or turn something into a particular shape
– > Twist the wire to form a circle. ",
twisty,"# adjective. ( especially of a road ) having many bends or turns | synonym: winding, zigzag
– > a narrow twisty lane leading to the farm
= > Even by itself, the scenic drive up a twisty two-lane road was worth the trip.",
not to mention,"# used to introduce extra information and emphasize what you are saying
– > He has a New York apartment and a large country house, not to mention his villa in France.
= > Not to mention the big, beautiful houses and trees that lined the shore of the lake.",
in itself,"# considered separately from other things; in its true nature
– > In itself, it is not a difficult problem to solve.
= > Packing was a project in itself. ",
hood,"# 1. a part of a coat, etc that you can pull up to cover the back and top of your head
– > a jacket with a detachable hood
= > He took a hooded sweatshirt, jeans, two pair of socks, a heavy hooded denim jacket, a winter gloves, and a scarf.",
denim,"# a type of strong cotton cloth that is usually blue and is used for making clothes, especially jeans 
– > a denim jacket ",
bite,"# verb. 3. (of fish) if a fish bites, it takes food from the hook of a fishing line any may get caught
= > He packed a couple of magazines to read just in case the fish were not biting.",
given,"# adjective. 1. already arranged 
– > The were to meet a given time and place
= > He went to bed knowing that tomorrow’s weather and fishing were unpredictable, but the good time with his friend was a given.",
,,
lesson,# 69. Train Wreak “Frees” Cows,
,,
continent,"# one of the large land masses of the earth such as Europe, Asia, or Africa 
– > the continent of Africa 
– > the Africa continent",
continental,"# 2. forming part of, or typical of, any the seven main land masses of the earth
– > continental Antarctica/Asia/Europe
– > to study continental geography 
= > A Continental Pacific Railroad Freight train derailed on Tuesday about 40 miles north of Sacramento.",
railroad,"# 1. a track with rails on which trains run
– > railroad tracks",
freight ,"# goods that are transported by ships, planes, or trucks; the system of transporting goods in this way
– > to send goods by air freight
# verb. to send or carry goods by air, sea, truck, or train",
derail,"# ( of a train ) to leave the track; to make a train do this
– > The train derailed and plunged into the river.",
casualty,"# ( casualties ) 1. a person who is killed or injured in war or in an accident 
– > highway casualties
# 2. a person who suffers or a thing that is destroyed when something else takes place | synonym: victim 
– > She become a casualty of the reduction in port-time work. (she lost her job)
= >The head engineer was treated for a broken wrist at a nearby hospital. He was the only casualty.",
cargo,"# the goods carried in a ship or plane
– > The tanker began to spill it cargo of oil
– > a cargo ship
= > Trains throughout California frequently carry dangerous cargoes, such as cheimcals.",
evacuate ,"# 1 to move people from a place of danger to a safer place
– > Police evacuated nearby buildings.
# 2. to move out of a place because of danger, and leave the place empty
– > Locals were told to evacuate.
= > When these trains derail, authorities immediately evacuate nearby communities because of the danger or explosions or of harmful fumes.",
fume,"# verb. to be very angry about something 
– > She sat in th car, silently fuming at the traffic jam.",
fumes,"# noun. plural. ( less frequent fume ): smoke, gas, or something similar that smells strongly or is dangerous to breathe in
– > to be overcome by smoke and fumes",
lumber,"# ( also timber ) noun. wood that is prepared for use in building, etc
– > a lumber mill
= > However, this train carried only lumber, automobiles, and cattle destined for slaughter.
# verb. to move in slow, heavy, and awkward way
– > A family of elephants lumbered by.",
cattle,"# cows and bulls that are kept as farm animals for their milk or meat
– > a herd of cattle",
destined,"# 1 having a future that has been decided or planned at an earlier time, especially by fate
– > He was destined for military career, like his father before him.",
fate,"# the things, especially bad things that will happen or have happened to someone or something
– > The fate of the three men is unknown.",
slaughter,"# noun. the killing or animals for their meat
– > cows taken for slaughter 
# verb. to kill an animal, usually fro its meat | synonym: butcher 
– > The lambs are ready to be slaughtered.",
mishap,"# a small accident or piece of bad luck that does not have serious results
– > a slight mishap
= > After the mishap, lumber was scattered on either side of the tracks.",
scatter,"# verb. 1. to threw or drip things in different directions os that they cover an area of ground
– > The scattered their ashes at sea.
# noun. ( also scattering ) a small amount or number of things spread over an area
– > a scattering of houses ",
sabotage,"# noun. the act of doing deliberate damage to equipment, transportation, machines, etc to prevent an enemy from using them, or to protest about something
– > Police investigating the train derailment have not ruled out sabotage.
# verb. to damage or destroy something deliberately or prevent an enemy from using it, or to protest about something 
– > The main electricity supply had been sabotaged by the rebels.
= > The train was sabotaged by a group called Tofu for You. The left their pamphlets all over the crime scene.",
pamphlet,"# a very thin book with a paper cover, containing information about a particular subject | synonym: leaflet ",
liberate,"# verb. AW. to free a country or a person from the control of someone else
– > The city was liberated by the advancing army.
= > The liberate animals that are on their way to the slaughterhouse.",
tofu,"# a soft white substance that is made from soy and used in cooking, often instead of meat ( also is called bean curd )
= > They think Americans should eat tofu instead of meat.",
slaughterhouse,"# a building where animals are killed for food
",
,,
WEEK 15,,
lesson,# 70. Valuable Guitar Found,
,,
thrill,"# to excite or please someone very much
– > This brand has thrilled audience all over the world.
– > It was thrilled by your news.
= > A classical guitarist was thrilled to hear from New York City police that is valuable guitar had been found.",
dash,"# to go somewhere very quickly | synonym: rush
– > I have to dash (=leave quickly), I am late.
= > He was talking to his manager on his cell phone when he dashed out of the cab.",
loss,"# the state of no longer having something or as much of something; the process that leads to this
– > I want to report this loss of a package. 
– > loss of blood
– > weight loss
= > Upon discovering his loss, Lennon used his cell phone to call the police.",
marijuana,"# ( informal: pot ) a drug (illegal in many countries) made from the dried leaves and flowers of the hemp plant, which gives the person smoking it feeling of being relaxed | synonym: cannabis 
= > She told him that finding the guitar was not as important as finding murderers and marijuana smokers. ",
postpone,"# to arrange for an event, etc take place at a later time or date | synonym: put off
– > The game has already been postponed three times.
= > I had to postpone the recording of two new CDs.",
reunite,"# verb. to bring two things or more people together again after they have been separated for a long tome; to came together again
– > Last night she was reunited with her children.
– > The family was reunited after the war.",
coffeehouse,"#  noun. 1. a restaurant serving coffee, etc where people go to listen to music, poetry, etc
= > The case and the guitar had been discovered in the corner of a coffeehouse. ",
,,
lesson,# 71. Stepmother Kills Herself,
,,
step-,"# (in nouns) related as a result of one person married again
– > stepmother, stepfather, stepson, stepdaughter
= > They were at her house to arrest her for the 1970 murder of her young stepdaughter.",
detect,"# verb. AW. to discover or notice something, especially something that is not easy to see, hear, etc
– > The tests are designed to detect the disease early. ",
notice,"# thesaurus: 
# notice: to see, hear, or become aware of someone or something
– > The first thing I noticed about the room was the smell.
# note (somehow formal) to notice or pay careful attention to something
– > Please note (that) the office will be closed on Monday.
# detect: to discover or notice something, especially something that is not easy to see or hear, etc
– > The tests are designed to detect the disease early.
# observe: (formal) to see or notice something or something
– > Let me know if you observe any change in his behavior.
# witness (somehow formal) to see something happen
– > Police have asked anyone who witnessed the robbery to contact them.",
detection,"# the process of detecting something; that fact of be detected
– > Early detection of cancer is vitally important. ",
detective,"# adjective. AW. 1. a person especially a police officer, whose job is to examine crimes and catch criminals
– > a detective story / novel 
# 2. a person employed by someone to find out information about something or something ( see also private detective )
= > Only a month earlier she had been interviewed by detectives about Dorothy’s death 35 years ago. ",
autopsy,"# an official examination of a dead body by a doctor in order to discover the cause of death | synonym: postmortem 
– > an autopsy report 
– > to perform an autopsy 
= > An autopsy was inconclusive, and the death was ruled accidental.",
conclude,"# verb. AW. to decide or believe something as a result of what you have heard or seen
– > What do you conclude from that?
– > The report concluded (that) the cheapest option was to close the laboratory.",
conclusive,"# proving something, and allowing no doubt or confusion | opposite: inconclusive 
– > conclusive evidence / proof / results",
inconclusive,"# not leading to a definite decision or result 
– > inconclusive discussions",
rule,"# verb. 1. to control and have authority over a country, a group of people, etc
– > At that time John ruled England.
# 3. { give official decision } to give an official decision about something | synonym: pronounce 
– > The court will rule on the legality of the action. 
= > An autopsy was inconclusive, and the death was ruled accidental.",
thereafter,"# after the time or even mentioned
– > She married at 17 and gave birth to her first child shortly thereafter
= > Dwayne divorced Castle shortly thereafter.",
playmate,"# a friend with whom a child plays 
= > But the case was reopened recently when a playmate of Dorothy’s came forward.",
quiet,"# verb. make very little noise 
– > her quiet voice 
= > But instead of knocking, she listened quietly as she heard Dorothy screaming for help and Castle telling him to shut up.",
shake etymology,"# shake, shook, shaken
= > She was so shaken by the event that she had told no one in all these years.",
coroner,"# an official whose job is to discover the cause of any sudden, violent, or suspicious death by holden an inquest 
= > The coroner dug up Dorothy’s body and did a second autopsy.",
inquest,"# an official investigation to find out the cause of someone’s death, especially when it had not happened naturally 
– > An inquest was held to discover the cause of death.",
skull,"# 1 the bone structure that forms the head and surrounded and protects the brain | synonym: cranium 
= > …, he determined that Dorothy had been struck in the skull several times by a rock the size of a baseball. ",
,,
lesson,"# 72. Beautiful Teacher Smiles, then Walks Away",
,,
lecture,"# 1. a talk that is given to a group of people to teach them about a particular subject, often as part of a course of study 
– > to deliver / give a lecture to first-year student ",
lecturer(s),"#  1. a person who gives a lecture 
– > She is an excellent lecturer.
= > It was a 3-hour meeting from 7 to 10 p.m. Lecturers talked on various subjects. ",
cater,"# to provide food and drink for a special event
– > Who will be catering the wedding?
= > The evening always began with a delicious dinner catered by a local restaurant.",
cocktail,# 1. a drink usually made from a mixture of one or more strong alcoholic drinks and fruit juice or soda.,
cocktail dress,"# a dress that is suitable for formal social occasions 
= > She was wearing a sexy black cocktail dress.",
envelop,"# verb. formal. to warp someone or something up or cover them or it completely 
– > She was enveloped in a huge white towel.
= > He was enveloped in her perfume.",
envelope,"# a flat paper container used for sending letters in
– > an airmail / padded / prepaid envelope ",
dean,"# 1. a person in a university who is in charge of a department of studies 
– > the dean of the Faculty of Medical 
= > The dean thanked everyone for attending. Everybody applauded the presenters.",
applaud,"# to show your approval of someone or something by clapping (= hit your hands together)
– > He started to applaud and the other joined in.",
,,
lesson,# 73. Are Criminals Taking Over LA?,
,,
take over,"# to gain control of a place
= > Are Criminals Taking Over LA?",
intend,"# in everyday English: plant to do / plan on doing
# more formal: intend
# thesaurus: intend to do something, begin to do something (spoken), means to do something (spoken), aim to do something, purpose to do something (formal), set out to do something 
= > The bullets were intended for a 20-year-old man, who was seriously wounded by two other bullets. ",
take off,"# 1. to leave the ground and begin to fly | opposite: land
– > The plane took off an hour late.
# 2. (informal) to leave a place, especially in a hurry
– > When he saw me coming he took off in the opposite direction. 
= >The victim punched one of his attackers, knocking him down, and then took off running.",
errant,"# behaving badly, usually by not obeying your parents or not being faithful to your wife or husband ",
faith,"# trust is someone’s ability or knowledge; trust that someone or something will do what has been promised 
– > I have great faith in you – I know you will do well.",
faithful,"# 1. saying with or supporting a particular person, organization, or belief | synonym: loyal
– > a faithful friend / dog / servant 
# 3 (of a wife, husband  or partner ) not having a sexual relationship with anyone else | antonym: unfaithful ",
mortal,"# adjective. 1. that cannot be live for even and must die
– > We are all mortal. | antonym: immortal ",
mortally,"# adverb. 1. causing or resulting in death | synonym: fatally 
– > mortally wounded / ill 
= > Mortally wounded, she crashed through the big glass window of a salon, coming to stop at the hair-washing sinks.",
,,
lesson,# 74. Police Arrest Happy Van Driver,
,,
florist,"# 1. a person who owns or works in shop/store that sells flowers and plants 
– > I ordered some flowers from the florist’s.
= > Police in San Dimas pulled over a florist’s van yesterday and arrested the driver.",
grin,"# (nn) to smile widely 
– > They grinned with delight when they heard the news.
– > He was grinning from ear to ear.
= > Grinning broadly, Karl said he was making a delivery.",
weed,"# a wild plant growing where it is not wanted, especially  amount crops or garden plants
– > The yard was overgrown with weeds.
# (informal) the drug cannabis
= > “Did you get the cash for the weed?” asked the voice on the other end.
# 4. (the weed) tobacco or cigarette ",
idiot,"# informal. a very stupid person | synonym: fool
– > When I lost my passport, I felt such as idiot.
= > That is $50,000 of grass, you idiot. I am going to kill you.",
cab,"# 1. a taxi
– > Let’s take a cab home.
# 2. the place where the driver sits in a bus, train, or truck
= > In the cab of the van, a joint was smoldering in the ashtray.",
joint,"# noun. 1. a place where two bones are joined together in the body in a way that enables them to bend and move
– > inflammation of the knee joint
# 5. informal. a cigarette containing marijuana (= an illegal drug): idiom: out of joint",
smolder,"# 1. to burn slowly without flame
– > a smoldering cigarette",
ashtray,"# a container into which people who smoke put ash, cigarette ends, etc
– > overflowing ashtray ",
ash,"# 1 the gray or black powder that is left after something, especially tobacco, wood, or octal, has burned 
– > cigarette ash",
harvest,"# verb.  to cut and gather a crop, to catch a number of animals or fish to eat 
= > I know everything about it. I planted it, I watered it, I harvested it, and I rolled it.",
dynamite,"# a powerful explosive 
– > a stick of dynamite
= > It is dynamite weed, dude try it!",
hit,"# noun. 5. (slang) an amount of an illegal  drug that is taken at one time
– > hit of cocaine / heroin 
= > “Hey, at least let me have one more hit!”",
,,
lesson,# 75. Open Wide and Say You Prayers,
,,
wide,"# adverb. ( wider, widest ) as far or fully as possible
– > The door was wide open.
– > Open your mouth wide.",
hygienist,"# == dental hygienist: a person who works with a dentist and whose job is to clean people’s teeth and give them advice about keeping them clean
= > Three months has passed. It was time for Tony to visit her dental hygienist again.",
pulse,"# the regular beat of blood as it is sent around the body, which can be felt in different places, especially on the side part of the wrist; the number of times the blood beats in a minute
– > a strong / weak pulse 
– > The doctor took / felt my pulse.
= >Then she took his pulse and blood pressure.",
abnormal,"# adjective. AW. different form what is usual or expected, especially in a way that is worrying, harmful or not wanted
– > They thought his behavior was abnormal 
– > abnormal levels of sugar in the blood
# adverb: abnormally 
– > abnormally high blood pressure",
abnormality,"# plural: abnormalities: a feature or characteristic in a person’s body or behavior that is not usual and may be harmful, worrying or cause illness
– > abnormality of the heart
= > Last, she ran her gloved finger all around the inside his month, looking for and feeling for abnormalities.",
stitch,"# one of the small lines of thread that you can see on a piece of cloth after it has been sewn; the action that produces this
– > Try to keep the stitches small and straight.
= > “We are going to have to do a biopsy,” the dentist said. “It will not  require more than two or three stitches.",
benign,"# formal. (of people) kind of gentle; not hurting anyone 
– > You would never have guessed his intentions from the benign expression on his face
# (medical) (of tumors growing in the body) not dangerous or likely to cause death | opposite: malignant
= > A week later, the dentist removed the stitches and told Tony that the white spot was benign.",
malignant ,"# 1. (of a tumor or disease) that cannot be controlled and is likely to cause death | opposite: nonmalignant 
– > malignant cells
= > If the white spot were malignant, how much more surgery would be required?",
vice,"# noun. 1. criminal activities that involve sex or drug
– > plain-clothes detectives from the vice squad
# 2. evil or immoral behavior; an evil or immoral quality in someone’s character 
– > The film ended most satisfactorily vice punished and virtue rewarded 
= > Besides, this is my only vice. I need to be able to enjoy something in life. do not I?",
,,
lesson,# 76. The Final Phone Call,
,,
wrinkle,"# a line or small fold in your skin, especially on your face that forms as you get older
= > What is your type? A woman with no wrinkle and prefect body?",
fool,"# a person who you think behaves or speaks in a way that lacks of intelligence or good judgment
– > Do not be such a fool!
– > I felt like a fool when I realized my mistake.
# verb. to trick someone into believing something that is not ture
– > You do not fool me!
– > She certainly had be fooled – I really believed her.
# make of a fool of yourself: to do something stupid that makes order people think that you are stupid 
– > I made a complete fool of myself in front of everyone!
= > “I am making a fool of myself. You might even be laughing at me.”",
put up with sth/sb,"# to accept someone / something that is annoying, unpleasant, etc without complaining | synonym: tolerate 
– > I do not know how she put up with him.
= > I apologize. It was nice of you to put up with me. Please forgive me.",
lead sb on,"# (informal) to make someone believe something which is not true, especially that you love them or find them attractive 
= > He liked her, but he certainly did not love her. Lead her on with lies, or tell her the truth now?",
,,
lesson,# 77. The Doctor’s Almost Perfect Children,
,,
perfect,"# prefect something: to make something prefect or as good as you can
– > As a musician, she has spent years perfecting her technique.",
bill,"# verb. to send someone a bill for something
= > She saved all of them and billed none of them.",
pediatrician,"# a doctor who studies and treats the disease of children 
= > She graduated from medical school neat the top of her class. She became a pediatrician.",
architect,"# noun. 1. a person whose job is to designing building, etc
= > Veronica’s husband, David was an architect and a great cook.
# 2. a person who is responsible for planning or creating an idea, an event, or situation ",
exclaim,"# verb. to say something suddenly and loudly, especially because of strong emotion or pain
– > She opened her eyes and exclaimed in delight at the scene.
– > It is not fair! he exclaimed angrily. 
= > “You are crazy!” exclaimed Rebecca. ",
taunt,"# taunt someone: to try make someone angry or upset by saying unkind things about them, laughing at their failures, etc
– > The other kids continually taunted him about his size.
= > “You do not know anything. You are a girl and you are only nine,” taunted Marvin.",
admonish,"# [admonish someone (for something/doing something)]: to tell someone firmly that you do not approve of something that they have done | synonym: reprove 
– > She was admonished for chewing gum in class.
# 2. [admonish someone (to do something)]: to strongly advise someone to do something 
– > A warning vice admonished him not to let this happen.
= > “Marven, to be polite to your sister,” Veronica admonished.",
sincere,"# (superlative: sincerest, no comparative). (of feeling, beliefs, or behavior) showing what you really thing or feel | genuine 
– > a sincere attempt to resolve the problem 
– > sincere regret
= > “That did not sound very sincere, mommy,” Rebecca complained.
# noun form: sincerity 
– > She spoke will total sincerity.
# adverb form: sincerely 
– > I sincerely believe that this is the right decision.",
mow,"# (#2 mowed, #3 mown/mowed) [mow (something)]: to cut grass (=lawn), etc using a machine or tool with a special blade or blades
– > I mow the lawn every week in the summer.
= > That way no more animals will eat each other, and kids will not have to mow the lawn any more.",
stick,"# verb. {push something in}: to push something, usually a sharp object, into something; to be pushed into something 
– > The nurse stuck the needle into my arm.
– > Do not stick you fingers through the bars of the cage.
– > [+adverb/preposition] I found a nail sticking in the tire.
# idiom. stick something out: to be further our than something else or come through a hole; to push something further out than something else or through a hole
– > His ears stick out.
– > She stuck her tongue out at me.
– > Do not stick your arm out of the car window.
= > Rebecca started, and then stuck her tongue out at her brother.",
,,
lesson 78,# There Goes the Neighborhood ,
,,
carbon,"# (symbol: C) a chemical element. Carbon is found in all living things, existing in a pure state in two main form ( diamond and graphite )
– > carbon fiber 
= > Carbon Street is a long tree-lined street with majestic houses on either side.",
majestic,"# impressive because of size or beauty 
– > a majestic castle/river/view
# + adverb: majestically 
– > The cliffs rise majestically from the ocean.",
cherish,"# verb. formal. 1. [cherish someone/something] to love someone or something very much and want to protect them or it
– > Children need to be cherished. 
# 2. [cherish something] to keep an idea, a hope, or a pleasant feeling in your mind for a long time
– > Cherish the memory of those days in Paris. 
= > The houses are owned by millionaires who cherish their quiet (= peaceful), residential street.",
leaf,"# (plural: leaves) a flat green part of a plant, growing from a stem or branch or from the root
– > the dead leaves of autumn 
= > Not even the sound of gas leaf blower or gas lawn mower invades the silence.",
blower,"# a device that produces a current of air
– > a hot-air blower",
invade,"# verb. 1. to enter to a country, town, etc using military force in order to take control of it
# 3. to affect something in an unpleasant or annoying way",
billionaire,"# noun. an extremely rich person, who has at least a thousand million dollars, etc in money or property
– > a Texas billionaire 
= > Mr. Bing, a self-made billionaire, has a plan. A big plan. A big plan for a big house.",
statement,"# noun. 1. something that you say or write that gives information or an opinion 
– > Are the following statement true or false?
# idiom: make a statement: to express or reveal an opinion or characteristic in a very clear way, although often without words 
– > The way you dress makes a statement about you.
= > “I like to make a statement. What is the use of being on this planet of others do not know that you are here?”",
fantastic,"# adjective. (informal) 1. extremely good; excellent | synonym: great
– > a fantastic beach in California ",
nightmare,"# noun. 1. a dream that is very frightening or unpleasant
– > He still has nightmares about the accident.
= > “It is going to be nightmare,” said one neighbor.",
,,
lesson,# 79. Let’s Go to Vegas,
,,
departure,"# the act of leaving a place; an example of this 
– > His sudden departure threw the office into chaos. 
# ( chaos: noun: a state of complete confusion and lack of order )
= > Sandra has forgotten to remind Janice of today’s departure time.",
call someone up,"# 1. to make a telephone call to someone
= > Sandra called Janice up. She left her a message.
# 2. to move a baseball player from a minor league team to a major league team",
,,
lesson 80,# Squirrel Attacks Woman in Gold cart,
,,
squirrel,"# a small animals with a long thick tail
= > 80. Squirrel Attacks Woman in Gold Cart",
cart,"# 1. a vehicle with two or four wheels that is pulled by a horse and used for carrying loads 
# 3 (hand cart) a light vehicle with wheels that you pull or push by hand
# 4. a small car, often without a roof or doors used for a particular purpose => golf cart",
gold cart,"# noun. a small car, often without a roof or doors, used to drive people around a gold course
= > The woman was struck by a golf cart driven by her mom.",
putt,"# verb. and noun. (in golf) to hit the ball gently when it is on the short grass near the hole, so that it rolls across the ground a short distance into or toward the hold
= > She was examining her 50-foot putt on the par 5 tenth hole when she heard her mother scream.",
par,"# noun. (in golf) the number of strokes a good player should need to complete a course or to hit the ball into a particular hole
– > a par five hole
– > Par for the course is 72.",
stroke,"# noun. 1. {hitting movement} an act of hitting a ball, for example with a golf club or rocket
– > What a beautiful stroke!
# verb. to move your hand gently an slowly over an animal’s fur or hair
– > He is a beautiful dog. Can I stroke him?",
collision,"# 1. an accident in which two vehicle or people crash into each other 
– > a collision between to trains 
= > The force of the collision knocked her over, and the cart then ran over her foot.",
shoo,"# verb. to make someone/something to go away to another place, especially by saying ‘shoo’ and waving your arms and hands 
– > He shooed the dog out of the kitchen.
= > She tried to shoo the squirrel away. Instead, it rose up on its hind feet and made in hissing sound.",
hind,"# relating to the back part of an animal with four legs
# the hind legs or feet of an animal with four legs are those at the back
– > The horse reared up on its hind legs.",
hiss,"# verb. 1 to make a sound like a long ‘s’
– > The steam escaped with a loud hissing noise.
– > The snake lifted its head and hissed. ",
startle,"# verb. to surprise someone suddenly in a way that slightly shocks or frightens them
– > I did not mean to startle you.
– > The explosion startled the horse.
= > Startled and frightened, the old lady hit the gas pedal.",
sedative,"# adjective & noun. a drug that make someone go to sleep or make them feel calm and relaxed 
– > The sedative affect of the drug.",
mild,"# adjective. (middler, mildest) 1. not severe or strong
– > a mild form of the disease
– > It is safe to take a mild sedative.
= > They gave a mild sedative to the mother, who was kept muttering.
# (of water) not very cold, and therefore pleasant ",
mutter,"# verb. to speak or say something in a quiet voice that is difficult to hear, especially because you are annoyed about something 
– > She just sat there muttering to herself.",
severe,"# adjective. ( severer, severest) { verb bad } 1. extremely bad or serious ",
vicious,"# adjective. 1. violent and cruel | synonym: brutal 
– > vicious attack
= > … to her mother, who kept muttering, “Vicious, simply vicious”.",
attorney,"# 1. a lawyer, especially one who can act for someone in court
= > John Dean, an attorney for the golf course, said the golf was not responsible for the actions of its animals.
# 2. a person who is given the power to act on behalf of another in business or legal matters
– > She was made her father’s attorney when he become ill.",
assess,"# verb. AW. to make a judgment about the nature or quality of someone or something 
– > It is difficult to assess the effects of these changes.
# 2. to calculate the amount or value of something | synonym: estimate 
– > Damage to the building was assessed at $40,000.
= > We are still assessing the damage to the cart and the green.",
fairly,"# adverb. 1. to some extent but not very
– > a fairly easy book
# used to emphasize something that you are saying
– > The time fairly raced by.
= > It looks fairly light; I doubt that the driver will owe us more than $1,000.",
,,
lesson,# 81. He Goes to War to Save His Baby,
,,
contractor,"# noun. AW. a person or company that has a contract to do work or provide goods or services for another company.
– > a building / landscaping, etc a contractor",
subcontractor,"# a person or company that does part of the work given to another person or company
= > Roland, an independent subcontractor, had medical insurance, but he had very high deductibles.",
deduct,"# to take away money, points, etc from the total amount | synonym: subtract
– > Ten points will be deducted for a wrong answer.",
deductible,"# adjective. that can be taken away from an amount of money you earn, from tax, etc
– > These costs are deductible from profits",
bonus,"# noun. 1. an extra amount of money that is added to a payment, especially to someone’s pay as a reward 
– > a $100 Christmas bonus 
= > $20,000 bonus fro extending contract an extra year.",
well off,"# adjective. (comparative: better-off) having a lot of money | synonym: rich
– > a well-off family 
– > They are much better off then us.
= > Think about how well off we will be in two or there years after I bring back all that money.
# thesaurus of rich: wealthy, prosperous, affluent, well-off, comfortable ",
,,
lesson,# 82. English is Confusing,
,,
sort,"# a particular type of person 
– > My brother would never lie to his wife; he is not that sort.
= > “Where is everybody?” That was sort of a daily joke by Donna.",
participle,"# noun. (grammar) (in English) a word formed from a verb, ending in -ing (= the present participle) or -ed, -en, etc (= the past participle)
= > Tonight we are studying participles as adjectives.",
blank,"# adjective. 1. empty, with nothing written, printed or recorded on it
– > Sign your name in the blank space below.
# 3. showing no feeling, understanding or interest
– > She stared at me with a blank expression on her face.
= > Donna looked at blank faces. They were confused.",
grasp,"# 1. [grasp someone/something] to take a firm hold or someone or something | synonym: grip 
– > She grasped my hand and shook it warmly.
# 2. to understand something completely
– > They failed to grasp the importance of his work.
= > She knew this would take a while. But eventually the faster students would grasp it, and then they would help the slower students.",
thrill (again),"# verb. [thrill someone] to excite or please someone very much
– > I was thrilled by your news.",
thrilled (again),"# adjective. very excited and pleased 
– > He was thrilled at the prospect of seeing them again.
= > She always felt a little bit thrilled when the look of understanding came to their faces.",
,,
lesson 83,# Pump Up the Tires and Ride the Bike,
,,
kickstand,"# a thin piece of metal on the bottom of a bicycle or motorcycle that supports it in an upright position when it is not moving 
= > The blue bike was sitting on Owen’s living room. It had no kickstand, so he had wedged the front tier in between two bookshelves. ",
wedge,"# verb. to put or squeeze something tightly into a narrow space, so that it cannot move easily | synonym: jam
– > The boot was now wedged between the rocks.
– > The phone was wedged under his chin.",
upright,"# adjective. 1. (of a person) not laying down, and with back straight rather than bent
# adverb. in or into a vertical position
– > She sat upright in bad
– > He managed to pull himself upright.",
household,"# all the people living together in a house
# also it is adjective
–  > household bills / chores / goods (= connected with looking after a house and the people living in it)
= > However no household spiders had set up a web site.",
web,"# 1 = spider web
# 2. a complicated pattern of things that are closely connected to each other.",
spiderweb,# a fine net of threads made up a spider to catch insects,
